DISTANCE,DETECT,RSSI_DEC,FREQUENCY,ID,CYCLE,N,READ_RATE
170,0,0,0,e20051397201021218904d7d,5,8,0.000
180,0,0,0,e20051397201021218904d7d,5,8,0.000
190,0,0,0,e20051397201021218904d7d,5,8,0.000
200,0,0,0,e20051397201021218904d7d,5,8,0.000
10,1,243,11287565,e20051397201021218904d7d,1,9,1.000
20,1,232,5519885,e20051397201021218904d7d,1,9,1.000
30,1,218,10761485,e20051397201021218904d7d,1,9,1.000
40,1,170,16529165,e20051397201021218904d7d,1,9,1.000
50,1,154,11287565,e20051397201021218904d7d,1,9,1.000
60,1,11,5519885,e20051397201021218904d7d,1,9,1.000
70,1,112,10761485,e20051397201021218904d7d,1,9,1.000
80,1,145,16529165,e20051397201021218904d7d,1,9,1.000
90,1,148,11287565,e20051397201021218904d7d,1,9,1.000
100,1,100,5519885,e20051397201021218904d7d,1,9,1.000
110,1,99,10761485,e20051397201021218904d7d,2,9,0.500
120,1,70,16529165,e20051397201021218904d7d,2,9,0.500
130,0,0,0,e20051397201021218904d7d,5,9,0.000
140,0,0,0,e20051397201021218904d7d,5,9,0.000
150,0,0,0,e20051397201021218904d7d,5,9,0.000
160,0,0,0,e20051397201021218904d7d,5,9,0.000
170,0,0,0,e20051397201021218904d7d,5,9,0.000
180,0,0,0,e20051397201021218904d7d,5,9,0.000
190,0,0,0,e20051397201021218904d7d,5,9,0.000
200,0,0,0,e20051397201021218904d7d,5,9,0.000
10,1,238,11287565,e20051397201021218904d7d,1,10,1.000
20,1,125,5519885,e20051397201021218904d7d,1,10,1.000
30,1,140,10761485,e20051397201021218904d7d,1,10,1.000
40,1,120,16529165,e20051397201021218904d7d,1,10,1.000
50,1,170,11287565,e20051397201021218904d7d,1,10,1.000
60,1,137,5519885,e20051397201021218904d7d,1,10,1.000
70,1,58,10761485,e20051397201021218904d7d,1,10,1.000
80,1,121,16529165,e20051397201021218904d7d,1,10,1.000
90,1,148,11287565,e20051397201021218904d7d,1,10,1.000
100,1,118,5519885,e20051397201021218904d7d,1,10,1.000
110,0,0,0,e20051397201021218904d7d,5,10,0.000
120,0,0,0,e20051397201021218904d7d,5,10,0.000
130,0,0,0,e20051397201021218904d7d,5,10,0.000
140,0,0,0,e20051397201021218904d7d,5,10,0.000
150,0,0,0,e20051397201021218904d7d,5,10,0.000
160,0,0,0,e20051397201021218904d7d,5,10,0.000
170,0,0,0,e20051397201021218904d7d,5,10,0.000
180,0,0,0,e20051397201021218904d7d,5,10,0.000
190,0,0,0,e20051397201021218904d7d,5,10,0.000
200,0,0,0,e20051397201021218904d7d,5,10,0.000
